 D lon lat flux5 flux8 X Y Z MirX MirY MirZ TI objid r delta alpha D_NEATM D_true model eta etafit
10 1.0 252.6730064157796 -35.10531371542556 47048.0 253083.99999999997 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
11 1.0 127.1197298094014 71.07919118257152 47003.0 252827.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
12 1.0 117.32120296446092 -39.31283252136525 47111.0 253147.99999999997 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
13 1.0 107.38315201503856 -57.77558014737472 47073.0 253125.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.995 1
14 1.0 69.09728473403574 44.40717615614679 47058.0 253096.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
15 1.0 358.78963316323 63.76406528103391 47109.0 253126.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
16 1.0 93.49396751367308 11.665020746766672 47017.0 252881.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
17 1.0 164.5280892971995 -51.700651348594846 47124.0 253170.99999999997 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
18 1.0 201.73328956518844 -76.10509126865946 47064.0 253049.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.995 1
19 1.0 80.53946566965784 -17.824740402666123 47022.0 252942.0 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.991 1 NEATM 0.996 1
20 1.0 109.18801351679468 6.959512299525372 47060.0 252941.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.995 1
21 1.0 337.8973507656283 -42.6440122358853 47133.0 253211.00000000003 1.1095065382744886 -0.2532311796968003 -0.07311163124877755 0.18662167071602567 0.050525658206721134 0.05795292180192941 0 1 1.1403841894152733 0.20183912223214723 34.35306308708499 0.99 1 NEATM 0.994 1
